gene,p_value,coefficients,variance_explained
Gm56802,0.995093741828921,"[ 0.01828497  0.00620496 -0.01082519  0.00826338  0.01383841 -0.03576654
 -0.98706481]","OrderedDict([('explained_deviance', 2.7809578637683074e-06), ('McFadden', 0.9999973903989936), ('McFadden_adj', -1.3383908337161188e-07)])"
Tnik,0.9927418891520238,"[ 0.00763273  0.00394784 -0.00149268  0.00868389  0.01167894 -0.03045072
 -1.00689998]","OrderedDict([('explained_deviance', 1.1035100145884158e-06), ('McFadden', 0.9999988262433512), ('McFadden_adj', -1.470825660820907e-06)])"
1700112D23Rik,0.9635289173690805,"[ 2.50353347e-03 -1.87484198e-04 -4.18481592e-03 -5.91163705e-03
 -4.04301479e-03  1.18234137e-02 -9.67588005e-01]","OrderedDict([('explained_deviance', 3.2626711679029086e-06), ('McFadden', 0.9999961855285627), ('McFadden_adj', 1.0202721006935533e-06)])"
Eif5a2,0.9721200861338188,"[ 4.17441694e-03 -1.44319540e-04 -4.54617623e-03  6.90430964e-03
  8.29796062e-03 -1.46861964e-02 -9.92936198e-01]","OrderedDict([('explained_deviance', 5.481561874853824e-06), ('McFadden', 0.9999929622136108), ('McFadden_adj', 4.337525321806979e-06)])"
Gm32950,0.204307825608539,"[ 1.62482248e-02  5.39856522e-03 -1.18476546e-02 -8.53193361e-03
 -8.61360778e-04 -4.05845981e-04 -1.00157168e+00]","OrderedDict([('explained_deviance', 2.539816046043253e-05), ('McFadden', 0.999968809487237), ('McFadden_adj', 2.8557879769075534e-05)])"
Rpl22l1,0.9979258651529135,"[ 0.02004339  0.00831495 -0.00829002  0.01637965  0.01564785 -0.05209582
 -0.99542877]","OrderedDict([('explained_deviance', 9.554445600246098e-07), ('McFadden', 0.9999996826673976), ('McFadden_adj', -2.395388490228356e-06)])"
Egfem1,0.9364028941679596,"[-1.17225440e-02 -2.04958428e-03  1.09741857e-02  1.73430691e-05
 -5.44702658e-03  8.22762092e-03 -1.02196991e+00]","OrderedDict([('explained_deviance', 5.544391840972551e-06), ('McFadden', 0.9999941492098265), ('McFadden_adj', 3.3021850304182365e-06)])"
Mecom,0.9556501288237003,"[ 0.00892943  0.00437541 -0.0016707   0.01401439  0.01377123 -0.03941976
 -0.97273942]","OrderedDict([('explained_deviance', 3.7570357075411565e-06), ('McFadden', 0.9999957929830195), ('McFadden_adj', 1.3918250592048764e-06)])"
Actrt3,0.9073589194811329,"[-0.02639317 -0.00913243  0.0138341  -0.02354314 -0.02826481  0.07349945
 -0.95469439]","OrderedDict([('explained_deviance', 8.636402363926265e-06), ('McFadden', 0.9999906729817226), ('McFadden_adj', 6.515465856393732e-06)])"
Mynn,0.9961739179289033,"[-2.94707111e-03 -1.25639435e-03  5.25265898e-04 -7.31694916e-03
 -2.25984907e-03  1.32549927e-02 -1.01847151e+00]","OrderedDict([('explained_deviance', 1.859279757376875e-06), ('McFadden', 0.999998053559868), ('McFadden_adj', -6.10527207012268e-07)])"
Sec62,0.9581981037235108,"[-0.02650113 -0.01084287  0.01250693 -0.0116698  -0.01663887  0.05314573
 -1.00658341]","OrderedDict([('explained_deviance', 4.972668546487924e-06), ('McFadden', 0.9999945820977639), ('McFadden_adj', 2.8309133632831163e-06)])"
Gpr160,0.943752183668672,"[ 0.0284068   0.01015824 -0.01580459  0.01371702  0.02235724 -0.05883472
 -0.9912675 ]","OrderedDict([('explained_deviance', 5.723963253823072e-06), ('McFadden', 0.999994807829661), ('McFadden_adj', 2.4593987775212156e-06)])"
Phc3,0.9995443461952072,"[-2.71621849e-03  1.78001119e-04  3.41349723e-03 -2.07308435e-03
 -3.24458856e-03  4.44238801e-03 -1.01289118e+00]","OrderedDict([('explained_deviance', 1.1140460083325365e-06), ('McFadden', 0.9999986368714138), ('McFadden_adj', -1.2205585211422232e-06)])"
Prkci,0.9981196219751969,"[-0.00314257 -0.00135678  0.00102889 -0.00398495 -0.00451165  0.01196705
 -0.97690877]","OrderedDict([('explained_deviance', 2.957830483873991e-07), ('McFadden', 0.9999996596544671), ('McFadden_adj', -2.41211035212352e-06)])"
Skil,0.993282630407742,"[ 0.01442351  0.00559301 -0.00741042  0.00579736  0.00684456 -0.02524803
 -0.99739766]","OrderedDict([('explained_deviance', 1.974620887801315e-06), ('McFadden', 0.9999976485525335), ('McFadden_adj', -3.2855041309787225e-07)])"
Cldn11,0.995226770843682,"[-3.24884781e-03 -1.89538397e-03  6.30241757e-04 -8.85339280e-04
 -8.14965313e-03  1.35489773e-02 -1.02956321e+00]","OrderedDict([('explained_deviance', 1.7226347966969868e-06), ('McFadden', 0.9999981247265963), ('McFadden_adj', -6.275137527378405e-07)])"
Slc7a14,0.9667201000081224,"[-0.00949093 -0.00455735  0.00179533 -0.01597687 -0.01301435  0.04124416
 -0.92721128]","OrderedDict([('explained_deviance', 4.893340669998025e-06), ('McFadden', 0.999994792134947), ('McFadden_adj', 2.227914337238346e-06)])"
Gm15496,0.9521416040022167,"[ 0.03360048  0.01318629 -0.01569     0.02383745  0.03479008 -0.0897243
 -0.98639431]","OrderedDict([('explained_deviance', 7.99121099392952e-06), ('McFadden', 0.9999928461224596), ('McFadden_adj', 4.366470637284792e-06)])"
Kcnmb2,0.9596925289462627,"[-0.02954476 -0.01308024  0.01044765 -0.02684225 -0.02752288  0.08654248
 -0.98144552]","OrderedDict([('explained_deviance', 3.1413355220388794e-06), ('McFadden', 0.999998452142341), ('McFadden_adj', -1.125119721168133e-06)])"
Zmat3,0.981211191991475,"[ 0.01417802  0.00737419 -0.00417152  0.00454958  0.00698725 -0.02891753
 -0.95166469]","OrderedDict([('explained_deviance', 5.267348601845079e-06), ('McFadden', 0.9999933956509123), ('McFadden_adj', 3.700634504277822e-06)])"
Pik3ca,0.9296366387007636,"[ 7.35597641e-03  3.71541156e-04 -8.09986599e-03  2.79044304e-03
 -4.32037049e-03  1.90227121e-03 -9.43123122e-01]","OrderedDict([('explained_deviance', 9.026483872576208e-07), ('McFadden', 0.9999988871837318), ('McFadden_adj', -1.8132649255431232e-06)])"
Zfp639,0.9865372690169891,"[-0.0220562  -0.00994587  0.00809654 -0.01520417 -0.01360732  0.05271702
 -0.92054942]","OrderedDict([('explained_deviance', 3.2290774049092974e-06), ('McFadden', 0.9999968098118629), ('McFadden_adj', 1.8441873117502894e-07)])"
Mfn1,0.32046246358701524,"[ 0.04492826  0.01646398 -0.02486027  0.01717963  0.01957817 -0.07328977
 -1.0313108 ]","OrderedDict([('explained_deviance', 1.92923222358532e-05), ('McFadden', 0.9999768633134013), ('McFadden_adj', 2.0594425307440822e-05)])"
Gnb4,0.9982356727476188,"[ 0.00377109  0.00402331  0.00285055  0.00418068  0.00695323 -0.02177887
 -0.93100543]","OrderedDict([('explained_deviance', 4.73137290901704e-07), ('McFadden', 0.9999995686354016), ('McFadden_adj', -2.577465294306691e-06)])"
Actl6a,0.9999994293739848,"[-1.22527264e-03 -8.17366513e-04  7.83196940e-06 -7.16225647e-04
 -1.74760747e-03  4.49863529e-03 -1.00756315e+00]","OrderedDict([('explained_deviance', 1.100177948742953e-08), ('McFadden', 0.9999999922975396), ('McFadden_adj', -2.608757906585879e-06)])"
Mrpl47,0.9104860904537002,"[-0.0205988  -0.00753109  0.01158063 -0.00680118 -0.01615411  0.03950455
 -1.02223765]","OrderedDict([('explained_deviance', 5.860873572127723e-06), ('McFadden', 0.9999940847993544), ('McFadden_adj', 3.395898200864167e-06)])"
Ndufb5,0.9096116102478621,"[-0.02436749 -0.00705366  0.01673753 -0.0094124  -0.01349156  0.03758757
 -1.01753659]","OrderedDict([('explained_deviance', 4.873277492656314e-06), ('McFadden', 0.9999951171244914), ('McFadden_adj', 2.3332159416744602e-06)])"
Usp13,0.6665256745262857,"[ 0.05974498  0.01990222 -0.03440457  0.03957508  0.05119481 -0.13601252
 -0.94673451]","OrderedDict([('explained_deviance', 2.102845994511604e-05), ('McFadden', 0.999981314805055), ('McFadden_adj', 1.5675951397731147e-05)])"
Pex5l,0.765699366342901,"[ 0.00252645 -0.00116295 -0.00652942 -0.01070161 -0.00309285  0.01896038
 -0.94836164]","OrderedDict([('explained_deviance', 9.55172475358701e-06), ('McFadden', 0.9999899428543546), ('McFadden_adj', 7.176066593395092e-06)])"
Ttc14,0.944758399477975,"[-0.00476227 -0.00120907  0.00444534  0.00501866  0.00101963 -0.0045123
 -1.01925736]","OrderedDict([('explained_deviance', 4.130481381370288e-06), ('McFadden', 0.9999951079144385), ('McFadden_adj', 2.3291089549237753e-06)])"
Ccdc39,0.5458650202631099,"[-0.03434997 -0.01377359  0.01729246 -0.01053036 -0.02102536  0.0623868
 -1.02294743]","OrderedDict([('explained_deviance', 1.4582555576403422e-05), ('McFadden', 0.9999834511134978), ('McFadden_adj', 1.4040041583118779e-05)])"
Fxr1,0.9927925465832308,"[-0.014272   -0.00448396  0.00940049 -0.00392377 -0.01061754  0.02389677
 -0.96903228]","OrderedDict([('explained_deviance', 3.83562274897109e-06), ('McFadden', 0.9999961345906613), ('McFadden_adj', 1.0752912525946456e-06)])"
Dnajc19,0.8318007096195391,"[-0.03427729 -0.01242459  0.01889513 -0.01553963 -0.01807994  0.06142632
 -0.97075576]","OrderedDict([('explained_deviance', 6.829462039115164e-06), ('McFadden', 0.999992643954197), ('McFadden_adj', 4.593698500920951e-06)])"
Sox2ot,0.9988995699842658,"[ 0.01172361  0.00274619 -0.00894922  0.00634616  0.00982475 -0.0216915
 -0.93457344]","OrderedDict([('explained_deviance', 2.6579835935569562e-06), ('McFadden', 0.9999972017832712), ('McFadden_adj', -1.9105562421017908e-07)])"
Gm20515,0.8144132380913814,"[-0.00693588 -0.00439723 -0.00146087 -0.01883429 -0.01368651  0.04531478
 -0.94572121]","OrderedDict([('explained_deviance', 1.0636378722228557e-05), ('McFadden', 0.999988416748981), ('McFadden_adj', 8.695836835825865e-06)])"
Sox2,0.9969117435469017,"[ 0.03180808  0.01250985 -0.01477916  0.02269077  0.02691991 -0.07914946
 -0.97867613]","OrderedDict([('explained_deviance', 2.1917128688597742e-06), ('McFadden', 0.9999991597896145), ('McFadden_adj', -1.969736796114674e-06)])"
Atp11b,0.9396234166690463,"[ 0.0132213   0.00480546 -0.00588193  0.01685652  0.01799995 -0.04700131
 -1.03520328]","OrderedDict([('explained_deviance', 6.422839339159658e-06), ('McFadden', 0.999992234470479), ('McFadden_adj', 5.248655937317714e-06)])"
Dcun1d1,0.7171342713715481,"[ 0.02722882  0.01185915 -0.01187669  0.00980729  0.01361681 -0.05063538
 -1.00773322]","OrderedDict([('explained_deviance', 1.0381280721394326e-05), ('McFadden', 0.999987214736116), ('McFadden_adj', 1.01325222567894e-05)])"
Gm15952,0.9913067828814908,"[ 0.01668684  0.00821992 -0.00488376  0.01184693  0.01669674 -0.04856668
 -1.000486  ]","OrderedDict([('explained_deviance', 6.597010827613659e-07), ('McFadden', 0.9999998283857134), ('McFadden_adj', -2.5105617367238153e-06)])"
Mccc1,0.7187640257841384,"[ 0.00272304  0.00320335  0.00445525  0.01760473  0.00850521 -0.03649158
 -1.0335423 ]","OrderedDict([('explained_deviance', 1.4398784025870803e-05), ('McFadden', 0.9999844275912556), ('McFadden_adj', 1.3040825996291083e-05)])"
Mccc1os,0.9813300870853238,"[ 0.01071141  0.00337009 -0.00582951  0.01245196  0.01390213 -0.03460609
 -0.96393667]","OrderedDict([('explained_deviance', 4.175737744915864e-06), ('McFadden', 0.9999949745578528), ('McFadden_adj', 2.168074822228583e-06)])"
Acad9,0.706679739254526,"[-2.06303494e-02 -6.76502543e-03  1.38778704e-02  4.67868563e-04
 -9.02842049e-03  2.20780517e-02 -9.44539707e-01]","OrderedDict([('explained_deviance', 1.419978533401256e-05), ('McFadden', 0.9999841935085111), ('McFadden_adj', 1.2891290974814673e-05)])"
Zfp267,0.8554513932319828,"[-0.01798987 -0.00535417  0.01003349 -0.02309712 -0.02006214  0.05646981
 -0.98169101]","OrderedDict([('explained_deviance', 1.0519273784925787e-05), ('McFadden', 0.9999874962540529), ('McFadden_adj', 9.805576967503171e-06)])"
Qrfpr,0.9993976981419721,"[-0.01885007 -0.00855195  0.00680614 -0.01324021 -0.01595294  0.04978902
 -0.95022068]","OrderedDict([('explained_deviance', 7.545731738334283e-07), ('McFadden', 0.9999997306048218), ('McFadden_adj', -2.589872516667313e-06)])"
Anxa5,0.9997604472733583,"[-3.32772743e-03 -2.06424414e-03 -5.25868982e-05 -4.61201217e-03
 -5.03878794e-03  1.50953537e-02 -9.87376480e-01]","OrderedDict([('explained_deviance', 2.638448144409722e-07), ('McFadden', 0.9999997528712751), ('McFadden_adj', -2.452794945151382e-06)])"
Exosc9,0.9771664842660714,"[-0.01699714 -0.00903483  0.0040885  -0.00995589 -0.01267141  0.04457076
 -0.98015298]","OrderedDict([('explained_deviance', 2.880610935340755e-06), ('McFadden', 0.9999967758071165), ('McFadden_adj', 5.152265408758794e-07)])"
Ccna2,0.9893434344581552,"[-0.00579217 -0.00196931  0.00320212 -0.00443834 -0.01256833  0.02156602
 -0.98321486]","OrderedDict([('explained_deviance', 5.238019857412013e-06), ('McFadden', 0.9999938735674154), ('McFadden_adj', 3.402050594569772e-06)])"
Bbs7,0.9890056565056119,"[ 0.01610435  0.00460811 -0.01062407  0.01045457  0.01774955 -0.03829252
 -0.9988549 ]","OrderedDict([('explained_deviance', 6.978654667255668e-06), ('McFadden', 0.9999922350004684), ('McFadden_adj', 5.073989270965029e-06)])"
Trpc3,0.953446080549106,"[ 0.01443779  0.0045211  -0.00969851  0.00264966  0.00666206 -0.01857211
 -1.00023496]","OrderedDict([('explained_deviance', 3.6211130802765723e-06), ('McFadden', 0.9999959702837679), ('McFadden_adj', 1.3650380641383464e-06)])"
Bltp1,0.9952032940202419,"[ 0.03040206  0.01255108 -0.01295153  0.02271712  0.02106744 -0.07378617
 -1.03458413]","OrderedDict([('explained_deviance', 2.4780151287595586e-06), ('McFadden', 0.9999986599000176), ('McFadden_adj', -1.199613575142422e-06)])"
Il2,0.9978645827310317,"[-0.01545047 -0.0046348   0.00988002 -0.00947164 -0.01000503  0.0296819
 -0.96388465]","OrderedDict([('explained_deviance', 6.957687115338729e-07), ('McFadden', 0.9999994986906903), ('McFadden_adj', -2.3065948959732907e-06)])"
Cetn4,0.9971927182985598,"[ 0.02044682  0.00715535 -0.01092826  0.0154494   0.01674087 -0.04886418
 -1.02947395]","OrderedDict([('explained_deviance', 1.306523929378578e-06), ('McFadden', 0.9999991356844339), ('McFadden_adj', -1.6828361215637244e-06)])"
Bbs12,0.9876439883535906,"[-0.02717925 -0.00879021  0.01662169 -0.01399714 -0.0199527   0.05329761
 -1.00924296]","OrderedDict([('explained_deviance', 4.6471560359862e-06), ('McFadden', 0.999995803633958), ('McFadden_adj', 1.6154792570333143e-06)])"
Fgf2,0.9880546604980641,"[ 0.03567205  0.01407995 -0.01659753  0.02461177  0.03188301 -0.08964926
 -0.99413604]","OrderedDict([('explained_deviance', 3.94365266953578e-06), ('McFadden', 0.9999976672305512), ('McFadden_adj', -4.0947158219672986e-07)])"
Nudt6,0.873017074662198,"[-0.00126892  0.00142553  0.00520316  0.00902258  0.00746712 -0.02184947
 -0.99487165]","OrderedDict([('explained_deviance', 5.229099031556217e-06), ('McFadden', 0.9999939397213453), ('McFadden_adj', 3.3546930872097036e-06)])"
Spata5,0.9982563709789625,"[-0.01698451 -0.00469866  0.01123558 -0.01288314 -0.01347072  0.03680145
 -0.96815134]","OrderedDict([('explained_deviance', 2.0662909118174255e-06), ('McFadden', 0.9999978983912617), ('McFadden_adj', -6.862055612621987e-07)])"
Spry1,0.9636024145468667,"[ 3.91028089e-03  1.41530255e-03 -2.99751049e-03 -4.75045451e-03
 -4.18724716e-04  2.84110134e-03 -9.94355344e-01]","OrderedDict([('explained_deviance', 3.465532457558318e-06), ('McFadden', 0.9999958832701683), ('McFadden_adj', 1.4472270867260661e-06)])"
Gm5148,0.9871982890826437,"[ 0.0211925   0.00619237 -0.01403523  0.01149905  0.01553932 -0.04038802
 -0.97482927]","OrderedDict([('explained_deviance', 3.295955717352861e-06), ('McFadden', 0.9999969098286777), ('McFadden_adj', 2.830121782482209e-07)])"
Ankrd50,0.974055858925091,"[ 0.02552825  0.00764401 -0.01695231  0.01094934  0.01403405 -0.04120334
 -0.92487067]","OrderedDict([('explained_deviance', 3.959013568977099e-06), ('McFadden', 0.9999962417126407), ('McFadden_adj', 7.118195466393473e-07)])"
C230034O21Rik,0.8795543466081885,"[-0.03324798 -0.01183042  0.01882468 -0.0143419  -0.02758555  0.06818117
 -1.00962213]","OrderedDict([('explained_deviance', 1.176497711785629e-05), ('McFadden', 0.9999886738773829), ('McFadden_adj', 8.762895876146537e-06)])"
Fat4,0.9996726551046358,"[-0.00958739 -0.00328047  0.00568101 -0.00393555 -0.00766375  0.01878614
 -0.98567808]","OrderedDict([('explained_deviance', 1.0471507053688711e-06), ('McFadden', 0.9999989852149652), ('McFadden_adj', -1.6920892105254381e-06)])"
Intu,0.9923383955300223,"[-0.00301526 -0.00115076  0.00197563  0.00189952  0.00308087 -0.00279001
 -1.00458903]","OrderedDict([('explained_deviance', 2.043532607687304e-06), ('McFadden', 0.9999973019626979), ('McFadden_adj', 6.577929412276973e-08)])"
Hspa4l,0.9806118712237287,"[-0.01598703 -0.0064658   0.0064986  -0.0162534  -0.01725316  0.04946077
 -0.98385688]","OrderedDict([('explained_deviance', 2.3858752516980886e-06), ('McFadden', 0.9999976776301304), ('McFadden_adj', -3.723031443136904e-07)])"
Plk4,0.9878957559346031,"[-0.02977269 -0.01210767  0.01376813 -0.01632986 -0.0213767   0.06581879
 -0.94844263]","OrderedDict([('explained_deviance', 3.186524188625306e-06), ('McFadden', 0.9999973475360868), ('McFadden_adj', -2.0559890834270789e-07)])"
Mfsd8,0.9662164094937264,"[ 0.03108611  0.01190165 -0.01569104  0.01682229  0.02181103 -0.06593005
 -0.97775101]","OrderedDict([('explained_deviance', 3.4119877202476445e-06), ('McFadden', 0.9999972429503782), ('McFadden_adj', -3.8126256152182236e-08)])"
Gm2011,0.9980405368578438,"[-1.53823102e-04  2.24754072e-04  1.89021327e-04 -2.98317470e-03
  3.81242379e-03 -1.08920631e-03 -9.87163619e-01]","OrderedDict([('explained_deviance', 1.7363912238055335e-06), ('McFadden', 0.9999981775095503), ('McFadden_adj', -8.90646754569957e-07)])"
Abhd18,0.9993769017268566,"[ 0.00633201  0.00310616 -0.00145805  0.00772408  0.00600856 -0.02171277
 -1.00998249]","OrderedDict([('explained_deviance', 7.121575146262771e-07), ('McFadden', 0.9999993674556726), ('McFadden_adj', -1.9895401013325653e-06)])"
6430590A07Rik,0.9561519877201938,"[ 0.02553547  0.00989062 -0.01287416  0.01234625  0.0139601  -0.04885828
 -1.00792518]","OrderedDict([('explained_deviance', 3.855988322976067e-06), ('McFadden', 0.9999957635464322), ('McFadden_adj', 1.5963888913006485e-06)])"
Larp1b,0.9928103076995304,"[-0.00628029 -0.0017639   0.00410169 -0.00488656 -0.00966325  0.0184923
 -0.98241731]","OrderedDict([('explained_deviance', 2.8329370470592252e-06), ('McFadden', 0.9999966793084654), ('McFadden_adj', 5.989950927487442e-07)])"
Pgrmc2,0.8425039233627258,"[-0.02945293 -0.00955295  0.01827385 -0.01282495 -0.02513436  0.05869134
 -1.0072841 ]","OrderedDict([('explained_deviance', 1.2043317928367436e-05), ('McFadden', 0.9999880484371183), ('McFadden_adj', 9.370613340609069e-06)])"
Jade1,0.7921103157416832,"[ 1.02674009e-02  4.29912972e-03 -5.96793438e-03 -5.57229175e-03
  2.49083827e-04 -3.27539305e-03 -9.46679422e-01]","OrderedDict([('explained_deviance', 1.1446200723796984e-05), ('McFadden', 0.999985994144319), ('McFadden_adj', 1.1102064646939525e-05)])"
Sclt1,0.928310990274827,"[-0.01991147 -0.00512327  0.01499232 -0.00615207 -0.01268172  0.0288762
 -0.97109158]","OrderedDict([('explained_deviance', 6.617725553104137e-06), ('McFadden', 0.9999933233111788), ('McFadden_adj', 3.9052082555501855e-06)])"
D3Ertd751e,0.9989741515820281,"[-0.00820606 -0.00161513  0.0067776  -0.00459264 -0.00613807  0.01377429
 -0.98607371]","OrderedDict([('explained_deviance', 1.227743903542411e-06), ('McFadden', 0.99999866564191), ('McFadden_adj', -1.3696058036583025e-06)])"
2610316D01Rik,0.9953848688219555,"[ 0.01400046  0.00610881 -0.00592496  0.00635515  0.01068297 -0.03122243
 -0.93394855]","OrderedDict([('explained_deviance', 1.2971416155638238e-06), ('McFadden', 0.9999987284272158), ('McFadden_adj', -1.7300177506118786e-06)])"
Pcdh10,0.9231915410249212,"[-0.0268072  -0.00876982  0.01683913 -0.00898098 -0.01695671  0.04467557
 -1.01227544]","OrderedDict([('explained_deviance', 7.9841507988343e-06), ('McFadden', 0.9999918257607521), ('McFadden_adj', 5.602256053061083e-06)])"
